play_id,game_id,timestamp,player_id,action_type,shot_type,distance_ft,is_made,quarter,time_remaining
P0004,0042500317,2026-06-01T03:43:24Z,PL_1631096,Jump Ball,2PT,0.0,False,1,PT12M00.00S
P0007,0042500317,2026-06-01T03:43:29Z,PL_1641705,Made Shot,2PT,12.0,True,1,PT11M39.00S
P0008,0042500317,2026-06-01T03:43:34Z,PL_1631096,Turnover,2PT,0.0,False,1,PT11M21.00S
P0008,0042500317,2026-06-01T03:43:39Z,PL_1630170,Unknown,2PT,0.0,False,1,PT11M21.00S
P0010,0042500317,2026-06-01T03:43:44Z,PL_1629652,Foul,2PT,0.0,False,1,PT11M17.00S
P0013,0042500317,2026-06-01T03:43:49Z,PL_1630170,Made Shot,2PT,14.0,True,1,PT10M59.00S
P0014,0042500317,2026-06-01T03:43:54Z,PL_1631096,Made Shot,2PT,12.0,True,1,PT10M41.00S
P0016,0042500317,2026-06-01T03:43:59Z,PL_1642264,Made Shot,2PT,1.0,True,1,PT10M33.00S
P0018,0042500317,2026-06-01T03:44:04Z,PL_1628983,Made Shot,2PT,19.0,True,1,PT10M12.00S
P0019,0042500317,2026-06-01T03:44:09Z,PL_1642264,Made Shot,2PT,1.0,True,1,PT09M55.00S
P0021,0042500317,2026-06-01T03:44:14Z,PL_1631096,Missed Shot,2PT,8.0,False,1,PT09M39.00S
P0022,0042500317,2026-06-01T03:44:19Z,PL_1641717,Rebound,2PT,0.0,False,1,PT09M36.00S
P0023,0042500317,2026-06-01T03:44:24Z,PL_1629652,Missed Shot,3PT,25.0,False,1,PT09M30.00S
P0024,0042500317,2026-06-01T03:44:29Z,PL_1610612759,Rebound,2PT,0.0,False,1,PT09M29.00S
P0026,0042500317,2026-06-01T03:44:34Z,PL_1641705,Made Shot,2PT,2.0,True,1,PT09M11.00S
P0028,0042500317,2026-06-01T03:44:39Z,PL_1629652,Missed Shot,3PT,26.0,False,1,PT08M52.00S
P0029,0042500317,2026-06-01T03:44:44Z,PL_1641705,Rebound,2PT,0.0,False,1,PT08M48.00S
P0030,0042500317,2026-06-01T03:44:49Z,PL_1630170,Missed Shot,3PT,0.0,False,1,PT08M42.00S
P0032,0042500317,2026-06-01T03:44:54Z,PL_1628983,Rebound,2PT,0.0,False,1,PT08M38.00S
P0033,0042500317,2026-06-01T03:44:59Z,PL_1628392,Turnover,2PT,0.0,False,1,PT08M26.00S
P0033,0042500317,2026-06-01T03:45:04Z,PL_1641705,Unknown,2PT,0.0,False,1,PT08M26.00S
P0035,0042500317,2026-06-01T03:45:09Z,PL_1641717,Foul,2PT,0.0,False,1,PT08M21.00S
P0037,0042500317,2026-06-01T03:45:14Z,PL_1629652,Substitution,2PT,0.0,False,1,PT08M21.00S
P0039,0042500317,2026-06-01T03:45:19Z,PL_1642264,Missed Shot,2PT,13.0,False,1,PT08M12.00S
P0040,0042500317,2026-06-01T03:45:24Z,PL_1628392,Rebound,2PT,0.0,False,1,PT08M10.00S
P0041,0042500317,2026-06-01T03:45:29Z,PL_1628392,Made Shot,2PT,9.0,True,1,PT07M57.00S
P0043,0042500317,2026-06-01T03:45:34Z,PL_1628368,Made Shot,3PT,25.0,True,1,PT07M36.00S
P0045,0042500317,2026-06-01T03:45:39Z,PL_1628983,Turnover,2PT,0.0,False,1,PT07M21.00S
P0045,0042500317,2026-06-01T03:45:44Z,PL_1628368,Unknown,2PT,0.0,False,1,PT07M21.00S
P0047,0042500317,2026-06-01T03:45:49Z,PL_1630170,Missed Shot,3PT,26.0,False,1,PT07M14.00S
P0048,0042500317,2026-06-01T03:45:54Z,PL_1628392,Rebound,2PT,0.0,False,1,PT07M09.00S
P0049,0042500317,2026-06-01T03:45:59Z,PL_1628983,Made Shot,2PT,5.0,True,1,PT06M56.00S
P0050,0042500317,2026-06-01T03:46:04Z,PL_1630577,Made Shot,3PT,28.0,True,1,PT06M51.00S
P0052,0042500317,2026-06-01T03:46:09Z,PL_1627936,Turnover,2PT,0.0,False,1,PT06M38.00S
P0052,0042500317,2026-06-01T03:46:14Z,PL_1628368,Unknown,2PT,0.0,False,1,PT06M38.00S
P0054,0042500317,2026-06-01T03:46:19Z,PL_1630170,Missed Shot,2PT,2.0,False,1,PT06M34.00S
P0055,0042500317,2026-06-01T03:46:24Z,PL_1642264,Rebound,2PT,0.0,False,1,PT06M33.00S
P0056,0042500317,2026-06-01T03:46:29Z,PL_1642264,Made Shot,2PT,0.0,True,1,PT06M33.00S
P0057,0042500317,2026-06-01T03:46:34Z,PL_1610612760,Timeout,2PT,0.0,False,1,PT06M33.00S
P0058,0042500317,2026-06-01T03:46:39Z,PL_1631096,Substitution,2PT,0.0,False,1,PT06M33.00S
P0059,0042500317,2026-06-01T03:46:44Z,PL_1641705,Substitution,2PT,0.0,False,1,PT06M33.00S
P0060,0042500317,2026-06-01T03:46:49Z,PL_1628368,Substitution,2PT,0.0,False,1,PT06M33.00S
P0064,0042500317,2026-06-01T03:46:54Z,PL_1641717,Missed Shot,3PT,27.0,False,1,PT06M20.00S
P0065,0042500317,2026-06-01T03:46:59Z,PL_1628392,Rebound,2PT,0.0,False,1,PT06M16.00S
P0066,0042500317,2026-06-01T03:47:04Z,PL_1642272,Missed Shot,3PT,25.0,False,1,PT06M14.00S
P0067,0042500317,2026-06-01T03:47:09Z,PL_1641717,Rebound,2PT,0.0,False,1,PT06M14.00S
P0068,0042500317,2026-06-01T03:47:14Z,PL_1641717,Made Shot,3PT,0.0,True,1,PT06M04.00S
P0070,0042500317,2026-06-01T03:47:19Z,PL_1630170,Made Shot,3PT,26.0,True,1,PT05M51.00S
P0072,0042500317,2026-06-01T03:47:24Z,PL_1627936,Made Shot,2PT,1.0,True,1,PT05M42.00S
P0073,0042500317,2026-06-01T03:47:29Z,PL_1642264,Made Shot,2PT,3.0,True,1,PT05M30.00S
P0074,0042500317,2026-06-01T03:47:34Z,PL_1628983,Foul,2PT,0.0,False,1,PT05M30.00S
P0076,0042500317,2026-06-01T03:47:39Z,PL_1642264,Free Throw,FT,0.0,True,1,PT05M30.00S
P0077,0042500317,2026-06-01T03:47:44Z,PL_1628392,Turnover,2PT,0.0,False,1,PT05M15.00S
P0077,0042500317,2026-06-01T03:47:49Z,PL_1630577,Unknown,2PT,0.0,False,1,PT05M15.00S
P0079,0042500317,2026-06-01T03:47:54Z,PL_1630577,Made Shot,3PT,24.0,True,1,PT05M07.00S
P0081,0042500317,2026-06-01T03:47:59Z,PL_1642272,Made Shot,2PT,4.0,True,1,PT04M48.00S
P0082,0042500317,2026-06-01T03:48:04Z,PL_1642264,Missed Shot,3PT,25.0,False,1,PT04M33.00S
P0083,0042500317,2026-06-01T03:48:09Z,PL_1627936,Rebound,2PT,0.0,False,1,PT04M30.00S
P0084,0042500317,2026-06-01T03:48:14Z,PL_1642272,Made Shot,3PT,0.0,True,1,PT04M25.00S
P0086,0042500317,2026-06-01T03:48:19Z,PL_1610612759,Timeout,2PT,0.0,False,1,PT04M24.00S
P0088,0042500317,2026-06-01T03:48:24Z,PL_1641717,Substitution,2PT,0.0,False,1,PT04M24.00S
P0089,0042500317,2026-06-01T03:48:29Z,PL_1628392,Substitution,2PT,0.0,False,1,PT04M24.00S
P0090,0042500317,2026-06-01T03:48:34Z,PL_1630577,Substitution,2PT,0.0,False,1,PT04M24.00S
P0091,0042500317,2026-06-01T03:48:39Z,PL_1628436,Substitution,2PT,0.0,False,1,PT04M24.00S
P0096,0042500317,2026-06-01T03:48:44Z,PL_1642264,Missed Shot,2PT,4.0,False,1,PT04M07.00S
P0097,0042500317,2026-06-01T03:48:49Z,PL_1631119,Rebound,2PT,0.0,False,1,PT04M05.00S
P0098,0042500317,2026-06-01T03:48:54Z,PL_1631096,Turnover,2PT,0.0,False,1,PT04M00.00S
P0098,0042500317,2026-06-01T03:48:59Z,PL_1629640,Unknown,2PT,0.0,False,1,PT04M00.00S
P0100,0042500317,2026-06-01T03:49:04Z,PL_1642264,Turnover,2PT,0.0,False,1,PT03M54.00S
P0100,0042500317,2026-06-01T03:49:09Z,PL_1642272,Unknown,2PT,0.0,False,1,PT03M54.00S
P0102,0042500317,2026-06-01T03:49:14Z,PL_1642844,Foul,2PT,0.0,False,1,PT03M49.00S
P0104,0042500317,2026-06-01T03:49:19Z,PL_1628983,Free Throw,FT,0.0,True,1,PT03M49.00S
P0105,0042500317,2026-06-01T03:49:24Z,PL_1642264,Substitution,2PT,0.0,False,1,PT03M49.00S
P0107,0042500317,2026-06-01T03:49:29Z,PL_1628983,Free Throw,FT,0.0,True,1,PT03M49.00S
P0108,0042500317,2026-06-01T03:49:34Z,PL_1641705,Missed Shot,2PT,22.0,False,1,PT03M26.00S
P0109,0042500317,2026-06-01T03:49:39Z,PL_1628983,Rebound,2PT,0.0,False,1,PT03M23.00S
P0110,0042500317,2026-06-01T03:49:44Z,PL_1628983,Missed Shot,3PT,25.0,False,1,PT03M07.00S
P0111,0042500317,2026-06-01T03:49:49Z,PL_1631119,Rebound,2PT,0.0,False,1,PT03M05.00S
P0112,0042500317,2026-06-01T03:49:54Z,PL_1631119,Missed Shot,3PT,25.0,False,1,PT02M56.00S
P0113,0042500317,2026-06-01T03:49:59Z,PL_1630170,Rebound,2PT,0.0,False,1,PT02M53.00S
P0114,0042500317,2026-06-01T03:50:04Z,PL_1630170,Missed Shot,2PT,10.0,False,1,PT02M42.00S
P0115,0042500317,2026-06-01T03:50:09Z,PL_1631119,Rebound,2PT,0.0,False,1,PT02M40.00S
P0116,0042500317,2026-06-01T03:50:14Z,PL_1642272,Missed Shot,3PT,25.0,False,1,PT02M34.00S
P0117,0042500317,2026-06-01T03:50:19Z,PL_1631096,Rebound,2PT,0.0,False,1,PT02M32.00S
P0118,0042500317,2026-06-01T03:50:24Z,PL_1629640,Foul,2PT,0.0,False,1,PT02M32.00S
P0120,0042500317,2026-06-01T03:50:29Z,PL_1631119,Substitution,2PT,0.0,False,1,PT02M32.00S
P0122,0042500317,2026-06-01T03:50:34Z,PL_1629026,Missed Shot,3PT,26.0,False,1,PT02M22.00S
P0123,0042500317,2026-06-01T03:50:39Z,PL_1641705,Rebound,2PT,0.0,False,1,PT02M18.00S
P0124,0042500317,2026-06-01T03:50:44Z,PL_1642844,Made Shot,2PT,3.0,True,1,PT02M07.00S
P0125,0042500317,2026-06-01T03:50:49Z,PL_1628983,Missed Shot,2PT,8.0,False,1,PT01M53.00S
P0126,0042500317,2026-06-01T03:50:54Z,PL_1630170,Rebound,2PT,0.0,False,1,PT01M51.00S
P0127,0042500317,2026-06-01T03:50:59Z,PL_1642272,Foul,2PT,0.0,False,1,PT01M49.00S
P0129,0042500317,2026-06-01T03:51:04Z,PL_1630170,Free Throw,FT,0.0,True,1,PT01M49.00S
P0130,0042500317,2026-06-01T03:51:09Z,PL_1642844,Substitution,2PT,0.0,False,1,PT01M49.00S
P0132,0042500317,2026-06-01T03:51:14Z,PL_1630170,Free Throw,FT,0.0,True,1,PT01M49.00S
P0133,0042500317,2026-06-01T03:51:19Z,PL_1627936,Missed Shot,3PT,24.0,False,1,PT01M25.00S
P0134,0042500317,2026-06-01T03:51:24Z,PL_1641705,Rebound,2PT,0.0,False,1,PT01M20.00S
P0135,0042500317,2026-06-01T03:51:29Z,PL_1630577,Turnover,2PT,0.0,False,1,PT01M12.00S
P0136,0042500317,2026-06-01T03:51:34Z,PL_1631096,Substitution,2PT,0.0,False,1,PT01M12.00S
P0137,0042500317,2026-06-01T03:51:39Z,PL_1629640,Substitution,2PT,0.0,False,1,PT01M12.00S
P0138,0042500317,2026-06-01T03:51:44Z,PL_1630170,Substitution,2PT,0.0,False,1,PT01M12.00S
P0142,0042500317,2026-06-01T03:51:49Z,PL_1627936,Missed Shot,3PT,25.0,False,1,PT00M53.80S
P0143,0042500317,2026-06-01T03:51:54Z,PL_1629026,Rebound,2PT,0.0,False,1,PT00M53.10S
P0144,0042500317,2026-06-01T03:51:59Z,PL_1629026,Made Shot,2PT,0.0,True,1,PT00M53.10S
P0145,0042500317,2026-06-01T03:52:04Z,PL_1641705,Foul,2PT,0.0,False,1,PT00M40.20S
P0150,0042500317,2026-06-01T03:52:09Z,PL_1641705,Turnover,2PT,0.0,False,1,PT00M40.20S
P0147,0042500317,2026-06-01T03:52:14Z,PL_1610612760,Timeout,2PT,0.0,False,1,PT00M40.20S
P0148,0042500317,2026-06-01T03:52:19Z,PL_1627327,Foul,2PT,0.0,False,1,PT00M40.20S
P0149,0042500317,2026-06-01T03:52:24Z,PL_145,Instant Replay,2PT,0.0,False,1,PT00M40.20S
P0151,0042500317,2026-06-01T03:52:29Z,PL_1627936,Substitution,2PT,0.0,False,1,PT00M40.20S
P0153,0042500317,2026-06-01T03:52:34Z,PL_1641705,Free Throw,FT,0.0,True,1,PT00M40.20S
P0154,0042500317,2026-06-01T03:52:39Z,PL_1642272,Missed Shot,2PT,2.0,False,1,PT00M22.50S
P0155,0042500317,2026-06-01T03:52:44Z,PL_1610612760,Rebound,2PT,0.0,False,1,PT00M22.50S
P0156,0042500317,2026-06-01T03:52:49Z,PL_1642264,Foul,2PT,0.0,False,1,PT00M22.50S
P0158,0042500317,2026-06-01T03:52:54Z,PL_1642272,Made Shot,3PT,26.0,True,1,PT00M15.80S
P0160,0042500317,2026-06-01T03:52:59Z,PL_1628368,Missed Shot,3PT,0.0,False,1,PT00M03.90S
P0161,0042500317,2026-06-01T03:53:04Z,PL_1641717,Rebound,2PT,0.0,False,1,PT00M00.80S
P0163,0042500317,2026-06-01T03:53:14Z,PL_1610612760,Rebound,2PT,0.0,False,1,PT00M00.10S
P0170,0042500317,2026-06-01T03:53:29Z,PL_1628983,Made Shot,2PT,13.0,True,2,PT11M46.00S
P0172,0042500317,2026-06-01T03:53:34Z,PL_1642844,Made Shot,3PT,27.0,True,2,PT11M27.00S
P0174,0042500317,2026-06-01T03:53:39Z,PL_1627936,Missed Shot,3PT,25.0,False,2,PT11M07.00S
P0175,0042500317,2026-06-01T03:53:44Z,PL_1610612759,Rebound,2PT,0.0,False,2,PT11M07.00S
P0176,0042500317,2026-06-01T03:53:49Z,PL_1628392,Foul,2PT,0.0,False,2,PT11M07.00S
P0178,0042500317,2026-06-01T03:53:54Z,PL_1628983,Substitution,2PT,0.0,False,2,PT11M07.00S
P0180,0042500317,2026-06-01T03:53:59Z,PL_1642264,Missed Shot,3PT,26.0,False,2,PT10M45.00S
P0181,0042500317,2026-06-01T03:54:04Z,PL_1642272,Rebound,2PT,0.0,False,2,PT10M41.00S
P0182,0042500317,2026-06-01T03:54:09Z,PL_1642272,Missed Shot,2PT,11.0,False,2,PT10M20.00S
P0183,0042500317,2026-06-01T03:54:14Z,PL_1610612760,Rebound,2PT,0.0,False,2,PT10M20.00S
P0184,0042500317,2026-06-01T03:54:19Z,PL_1641705,Foul,2PT,0.0,False,2,PT10M20.00S
P0186,0042500317,2026-06-01T03:54:24Z,PL_1628392,Made Shot,2PT,5.0,True,2,PT10M12.00S
P0188,0042500317,2026-06-01T03:54:29Z,PL_203084,Missed Shot,3PT,0.0,False,2,PT09M55.00S
P0189,0042500317,2026-06-01T03:54:34Z,PL_1610612760,Rebound,2PT,0.0,False,2,PT09M55.00S
P0190,0042500317,2026-06-01T03:54:39Z,PL_1630577,Foul,2PT,0.0,False,2,PT09M55.00S
P0193,0042500317,2026-06-01T03:54:44Z,PL_1642264,Substitution,2PT,0.0,False,2,PT09M47.00S
P0194,0042500317,2026-06-01T03:54:49Z,PL_203084,Substitution,2PT,0.0,False,2,PT09M47.00S
P0197,0042500317,2026-06-01T03:54:54Z,PL_1642272,Made Shot,2PT,12.0,True,2,PT09M38.00S
P0198,0042500317,2026-06-01T03:54:59Z,PL_1628368,Made Shot,2PT,4.0,True,2,PT09M23.00S
P0199,0042500317,2026-06-01T03:55:04Z,PL_1628392,Missed Shot,2PT,12.0,False,2,PT09M05.00S
P0200,0042500317,2026-06-01T03:55:09Z,PL_1642844,Rebound,2PT,0.0,False,2,PT09M02.00S
P0201,0042500317,2026-06-01T03:55:14Z,PL_1641705,Made Shot,3PT,27.0,True,2,PT08M58.00S
P0203,0042500317,2026-06-01T03:55:19Z,PL_1610612760,Timeout,2PT,0.0,False,2,PT08M57.00S
P0204,0042500317,2026-06-01T03:55:24Z,PL_1628392,Substitution,2PT,0.0,False,2,PT08M57.00S
P0205,0042500317,2026-06-01T03:55:29Z,PL_1641705,Substitution,2PT,0.0,False,2,PT08M57.00S
P0208,0042500317,2026-06-01T03:55:34Z,PL_1627936,Missed Shot,2PT,4.0,False,2,PT08M32.00S
P0209,0042500317,2026-06-01T03:55:39Z,PL_1631119,Rebound,2PT,0.0,False,2,PT08M30.00S
P0210,0042500317,2026-06-01T03:55:44Z,PL_1631119,Made Shot,2PT,1.0,True,2,PT08M29.00S
P0211,0042500317,2026-06-01T03:55:49Z,PL_1628368,Missed Shot,3PT,27.0,False,2,PT08M10.00S
P0212,0042500317,2026-06-01T03:55:54Z,PL_1641717,Rebound,2PT,0.0,False,2,PT08M07.00S
P0213,0042500317,2026-06-01T03:55:59Z,PL_1641717,Missed Shot,3PT,27.0,False,2,PT07M59.00S
P0214,0042500317,2026-06-01T03:56:04Z,PL_1610612759,Rebound,2PT,0.0,False,2,PT07M59.00S
P0216,0042500317,2026-06-01T03:56:09Z,PL_1642272,Substitution,2PT,0.0,False,2,PT07M59.00S
P0217,0042500317,2026-06-01T03:56:14Z,PL_1630577,Substitution,2PT,0.0,False,2,PT07M59.00S
P0220,0042500317,2026-06-01T03:56:19Z,PL_1642844,Missed Shot,2PT,2.0,False,2,PT07M40.00S
P0220,0042500317,2026-06-01T03:56:24Z,PL_1631096,Unknown,2PT,0.0,False,2,PT07M40.00S
P0222,0042500317,2026-06-01T03:56:29Z,PL_1631119,Rebound,2PT,0.0,False,2,PT07M38.00S
P0223,0042500317,2026-06-01T03:56:34Z,PL_1627936,Missed Shot,2PT,2.0,False,2,PT07M33.00S
P0224,0042500317,2026-06-01T03:56:39Z,PL_1642868,Rebound,2PT,0.0,False,2,PT07M31.00S
P0225,0042500317,2026-06-01T03:56:44Z,PL_1642868,Made Shot,2PT,2.0,True,2,PT07M25.00S
P0227,0042500317,2026-06-01T03:56:49Z,PL_1628368,Foul,2PT,0.0,False,2,PT07M15.00S
P0229,0042500317,2026-06-01T03:56:54Z,PL_1628983,Free Throw,FT,0.0,False,2,PT07M15.00S
P0230,0042500317,2026-06-01T03:56:59Z,PL_1610612760,Rebound,2PT,0.0,False,2,PT07M15.00S
P0231,0042500317,2026-06-01T03:57:04Z,PL_1627936,Substitution,2PT,0.0,False,2,PT07M15.00S
P0232,0042500317,2026-06-01T03:57:09Z,PL_1642844,Substitution,2PT,0.0,False,2,PT07M15.00S
P0235,0042500317,2026-06-01T03:57:14Z,PL_1628983,Free Throw,FT,0.0,False,2,PT07M15.00S
P0236,0042500317,2026-06-01T03:57:19Z,PL_1628436,Rebound,2PT,0.0,False,2,PT07M13.00S
